business_size,business_stage,industry,revenue_trend,marketing_spend_pct,acquisition_trend,pricing_strategy,capacity_utilisation,workforce_size,attrition_rate_bucket,skill_gap_level,salary_competitiveness,workload_level,risk_tolerance,budget_flexibility,hiring_feasibility,planned_marketing_change,planned_retention_invest,hiring_plan,growth_target_hit,high_attrition_risk,expected_attrition_cost
200+,Early-stage,Tech,Flat,10-20,Stable,Market-average,Optimal,410,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,0,+3,Replace only,1,0,175224.38
11-50,Scaling,Services,Flat,10-20,Increasing,Low-cost,Optimal,33,<5,Some skill gaps,Above market,Unsustainable,Medium,Very limited,Moderate,+20,0,Replace only,0,1,27861.5
11-50,Mature,Other,Growing_fast,>20,Stable,Market-average,Optimal,33,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Easy,+20,+3,Net new hires,0,1,18885.86
11-50,Growth,Services,Growing_fast,5-10,Increasing,Market-average,Over-stretched,37,5-10,Fully covered,Market-aligned,High,Medium,Moderate,Difficult,+5,+10,Net new hires,1,1,21607.59
1-10,Scaling,Other,Declining,<5,Increasing,Low-cost,Optimal,8,<5,Some skill gaps,Below market,High,Low,Moderate,Moderate,+20,+10,Net new hires,1,1,5612.54
11-50,Scaling,Retail,Growing_slowly,5-10,Stable,Premium,Optimal,37,<5,Some skill gaps,Above market,High,Medium,Moderate,Difficult,+10,+5,Replace only,1,1,27142.05
1-10,Early-stage,Finance,Growing_slowly,<5,Stable,Premium,Over-stretched,8,<5,Fully covered,Market-aligned,Unsustainable,Medium,Flexible,Moderate,+10,+10,Net new hires,0,0,6193.4
51-200,Mature,Tech,Flat,5-10,Increasing,Market-average,Optimal,116,<5,Fully covered,Above market,Sustainable,Medium,Moderate,Moderate,0,0,Replace only,1,1,73736.08
1-10,Growth,Finance,Growing_slowly,>20,Increasing,Premium,Optimal,8,<5,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Difficult,+10,0,Replace only,1,0,4502.84
200+,Scaling,Tech,Declining,5-10,Stable,Market-average,Under-utilised,264,10-20,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,0,+3,Replace only,0,0,95507.19
11-50,Early-stage,Tech,Declining,<5,Increasing,Market-average,Optimal,33,<5,Some skill gaps,Market-aligned,High,High,Moderate,Easy,+10,+5,Replace only,0,1,24250.26
200+,Growth,Tech,Growing_fast,5-10,Stable,Low-cost,Optimal,411,5-10,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Difficult,0,+5,Freeze,1,1,151943.66
11-50,Growth,Tech,Growing_slowly,>20,Stable,Premium,Over-stretched,35,5-10,Some skill gaps,Above market,Sustainable,Medium,Very limited,Moderate,+10,+10,Net new hires,1,1,22992.44
1-10,Growth,Other,Flat,<5,Stable,Market-average,Optimal,7,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Very limited,Moderate,+10,+3,Replace only,0,1,4876.12
51-200,Mature,Other,Growing_slowly,10-20,Declining,Premium,Under-utilised,129,10-20,Fully covered,Above market,High,Medium,Moderate,Easy,+5,0,Net new hires,1,1,105573.89
51-200,Mature,Finance,Growing_fast,10-20,Stable,Market-average,Over-stretched,133,>20,Fully covered,Above market,High,Medium,Moderate,Difficult,0,0,Net new hires,0,1,108048.9
51-200,Early-stage,Tech,Flat,5-10,Increasing,Market-average,Optimal,95,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Difficult,0,+3,Replace only,0,1,55437.88
11-50,Growth,Other,Growing_fast,10-20,Declining,Premium,Over-stretched,36,<5,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Moderate,0,+5,Replace only,0,1,30485.68
51-200,Growth,Finance,Growing_fast,5-10,Stable,Market-average,Over-stretched,96,<5,Fully covered,Market-aligned,High,High,Very limited,Easy,+20,+3,Replace only,1,0,46733.56
200+,Growth,Services,Flat,5-10,Increasing,Low-cost,Optimal,482,<5,Some skill gaps,Below market,Sustainable,Low,Moderate,Moderate,+10,0,Net new hires,0,0,290517.13
51-200,Growth,Services,Growing_slowly,5-10,Increasing,Premium,Optimal,111,>20,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Easy,+10,+3,Replace only,1,0,70076.58
11-50,Mature,Retail,Growing_slowly,<5,Increasing,Low-cost,Optimal,30,5-10,Fully covered,Below market,Sustainable,Low,Moderate,Moderate,+10,0,Replace only,1,0,16336.89
51-200,Scaling,Tech,Growing_slowly,10-20,Stable,Premium,Optimal,89,10-20,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Moderate,+5,+3,Net new hires,1,0,48481.31
51-200,Early-stage,Services,Flat,10-20,Increasing,Premium,Optimal,118,>20,Fully covered,Market-aligned,High,Low,Very limited,Easy,0,0,Freeze,1,1,89475.13
200+,Growth,Finance,Declining,5-10,Declining,Low-cost,Optimal,371,10-20,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Difficult,0,+5,Replace only,0,1,334216.4
11-50,Scaling,Tech,Flat,5-10,Declining,Market-average,Under-utilised,27,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Moderate,-10,+5,Net new hires,0,1,18545.02
11-50,Growth,Services,Growing_slowly,<5,Increasing,Premium,Optimal,35,>20,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Moderate,+10,+5,Replace only,1,0,21748.56
51-200,Early-stage,Services,Growing_slowly,<5,Stable,Premium,Optimal,137,5-10,Fully covered,Below market,Unsustainable,Medium,Moderate,Moderate,+10,0,Net new hires,1,1,109351.98
11-50,Growth,Finance,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,37,<5,Some skill gaps,Market-aligned,High,High,Moderate,Difficult,0,+3,Replace only,1,1,14562.21
51-200,Growth,Other,Growing_slowly,<5,Stable,Market-average,Optimal,94,5-10,Fully covered,Market-aligned,High,Medium,Very limited,Moderate,+5,0,Replace only,1,1,73538.86
11-50,Early-stage,Finance,Declining,10-20,Stable,Market-average,Over-stretched,34,>20,Some skill gaps,Market-aligned,High,Medium,Very limited,Difficult,+5,0,Net new hires,0,1,24423.43
1-10,Scaling,Retail,Declining,5-10,Stable,Low-cost,Optimal,8,10-20,Significant gaps,Market-aligned,Sustainable,Low,Very limited,Easy,+5,+3,Freeze,0,1,5592.24
51-200,Growth,Retail,Growing_slowly,10-20,Declining,Market-average,Over-stretched,117,5-10,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,+5,0,Replace only,0,1,68178.8
1-10,Growth,Retail,Growing_slowly,5-10,Stable,Market-average,Optimal,8,>20,Some skill gaps,Below market,Unsustainable,High,Moderate,Moderate,0,+10,Replace only,1,1,7917.96
1-10,Growth,Services,Growing_slowly,5-10,Declining,Market-average,Over-stretched,7,5-10,Fully covered,Below market,High,Low,Moderate,Easy,+5,+10,Net new hires,1,0,4220.26
51-200,Mature,Tech,Flat,10-20,Stable,Market-average,Optimal,113,10-20,Some skill gaps,Market-aligned,Sustainable,High,Very limited,Moderate,+10,+10,Freeze,1,1,70458.1
51-200,Early-stage,Retail,Flat,5-10,Increasing,Premium,Over-stretched,108,5-10,Some skill gaps,Below market,Unsustainable,Low,Very limited,Moderate,-10,0,Freeze,0,1,109833.4
200+,Early-stage,Finance,Growing_fast,<5,Declining,Low-cost,Optimal,491,<5,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Moderate,+5,+3,Replace only,1,0,257440.64
11-50,Growth,Services,Flat,>20,Stable,Market-average,Optimal,38,5-10,Some skill gaps,Below market,Sustainable,Medium,Moderate,Easy,0,0,Replace only,0,0,20621.74
1-10,Growth,Other,Declining,5-10,Stable,Low-cost,Optimal,7,>20,Significant gaps,Market-aligned,Unsustainable,High,Moderate,Moderate,+10,+3,Replace only,0,1,5671.1
200+,Growth,Retail,Growing_slowly,<5,Stable,Low-cost,Optimal,500,>20,Some skill gaps,Market-aligned,High,Medium,Moderate,Easy,+20,+3,Replace only,0,1,453628.35
1-10,Scaling,Services,Growing_slowly,5-10,Stable,Premium,Optimal,6,5-10,Significant gaps,Market-aligned,High,Medium,Flexible,Easy,+5,+3,Replace only,0,1,4023.34
1-10,Early-stage,Tech,Growing_fast,5-10,Increasing,Market-average,Optimal,7,<5,Fully covered,Market-aligned,Sustainable,Low,Moderate,Easy,0,0,Replace only,1,1,3026.29
11-50,Early-stage,Tech,Growing_fast,10-20,Increasing,Low-cost,Under-utilised,27,<5,Significant gaps,Market-aligned,Sustainable,Medium,Flexible,Difficult,+20,0,Replace only,1,1,22458.68
11-50,Growth,Services,Growing_slowly,10-20,Declining,Premium,Over-stretched,29,10-20,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Easy,0,0,Replace only,0,1,26639.12
200+,Scaling,Services,Declining,5-10,Increasing,Low-cost,Optimal,357,5-10,Fully covered,Above market,Sustainable,Low,Moderate,Easy,+5,0,Replace only,1,1,208951.01
51-200,Mature,Tech,Growing_slowly,<5,Declining,Market-average,Under-utilised,108,5-10,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Difficult,0,0,Net new hires,0,1,98303.68
51-200,Scaling,Tech,Growing_fast,5-10,Stable,Premium,Over-stretched,131,<5,Fully covered,Market-aligned,High,Medium,Flexible,Difficult,0,+5,Replace only,1,0,59349.76
1-10,Growth,Tech,Flat,<5,Stable,Market-average,Optimal,7,<5,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Moderate,+10,0,Replace only,0,1,4737.07
11-50,Scaling,Finance,Growing_fast,10-20,Declining,Low-cost,Optimal,31,>20,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Difficult,0,0,Replace only,1,1,30712.6
11-50,Scaling,Finance,Growing_slowly,<5,Declining,Market-average,Optimal,34,5-10,Some skill gaps,Market-aligned,Unsustainable,Low,Moderate,Difficult,+10,+10,Net new hires,0,0,24439.66
1-10,Early-stage,Services,Declining,10-20,Declining,Market-average,Under-utilised,5,<5,Fully covered,Below market,Unsustainable,Medium,Flexible,Moderate,+10,+5,Net new hires,0,1,4177.12
11-50,Growth,Tech,Growing_slowly,5-10,Declining,Market-average,Optimal,38,<5,Fully covered,Above market,High,High,Very limited,Moderate,+5,0,Replace only,0,1,25000.59
11-50,Scaling,Tech,Growing_slowly,10-20,Stable,Market-average,Over-stretched,23,<5,Significant gaps,Market-aligned,High,Low,Moderate,Moderate,0,+5,Replace only,0,1,14683.78
1-10,Growth,Tech,Declining,<5,Declining,Premium,Over-stretched,7,<5,Some skill gaps,Below market,Sustainable,Low,Very limited,Difficult,0,0,Freeze,1,0,5218.94
11-50,Scaling,Services,Flat,<5,Increasing,Market-average,Over-stretched,34,<5,Fully covered,Market-aligned,Sustainable,Low,Flexible,Moderate,+20,+3,Net new hires,1,0,14575.69
51-200,Growth,Tech,Growing_slowly,>20,Increasing,Market-average,Under-utilised,128,10-20,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Difficult,0,+5,Freeze,0,0,131018.69
1-10,Growth,Services,Flat,5-10,Stable,Premium,Over-stretched,8,5-10,Significant gaps,Below market,Unsustainable,Medium,Moderate,Easy,-10,+3,Replace only,1,1,7538.49
11-50,Early-stage,Other,Flat,5-10,Declining,Premium,Optimal,34,5-10,Fully covered,Below market,Sustainable,High,Moderate,Moderate,+10,0,Replace only,1,1,22063.8
51-200,Scaling,Services,Growing_slowly,10-20,Stable,Market-average,Optimal,146,5-10,Fully covered,Above market,High,Medium,Moderate,Difficult,+5,+3,Replace only,0,1,62496.41
51-200,Mature,Finance,Growing_slowly,>20,Increasing,Market-average,Optimal,156,5-10,Significant gaps,Market-aligned,Unsustainable,Low,Moderate,Easy,+5,+5,Replace only,0,0,133458.31
51-200,Early-stage,Tech,Growing_slowly,5-10,Stable,Low-cost,Over-stretched,120,5-10,Fully covered,Below market,High,Low,Moderate,Moderate,0,+5,Replace only,1,1,101423.3
11-50,Growth,Tech,Growing_fast,>20,Declining,Market-average,Over-stretched,34,>20,Fully covered,Below market,Sustainable,Medium,Flexible,Difficult,0,0,Freeze,0,1,22754.75
51-200,Early-stage,Other,Growing_fast,<5,Increasing,Low-cost,Optimal,117,<5,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,0,0,Freeze,1,0,48384.23
1-10,Early-stage,Services,Growing_slowly,>20,Stable,Market-average,Over-stretched,7,10-20,Fully covered,Market-aligned,High,High,Moderate,Moderate,+5,+5,Replace only,0,1,4445.83
11-50,Mature,Retail,Flat,<5,Stable,Market-average,Optimal,36,5-10,Significant gaps,Market-aligned,Unsustainable,Low,Moderate,Difficult,+20,0,Replace only,0,0,27153.59
1-10,Growth,Other,Growing_slowly,5-10,Increasing,Market-average,Optimal,9,<5,Significant gaps,Above market,Sustainable,Medium,Very limited,Easy,+10,0,Replace only,1,0,3599.46
11-50,Growth,Retail,Flat,<5,Increasing,Low-cost,Optimal,21,<5,Some skill gaps,Below market,Sustainable,Medium,Moderate,Moderate,+5,0,Net new hires,1,1,14814.76
11-50,Growth,Services,Growing_fast,10-20,Stable,Premium,Optimal,34,10-20,Some skill gaps,Below market,High,High,Moderate,Moderate,+5,0,Freeze,1,1,23706.09
1-10,Mature,Services,Growing_slowly,>20,Stable,Market-average,Optimal,9,5-10,Some skill gaps,Below market,High,High,Moderate,Easy,+10,+3,Replace only,1,1,5024.56
51-200,Growth,Tech,Flat,5-10,Stable,Market-average,Under-utilised,127,10-20,Some skill gaps,Market-aligned,Unsustainable,High,Very limited,Easy,+5,+5,Replace only,0,0,98563.46
11-50,Scaling,Tech,Growing_slowly,5-10,Stable,Market-average,Over-stretched,37,<5,Some skill gaps,Below market,High,Medium,Moderate,Moderate,+10,0,Freeze,0,1,28540.57
11-50,Growth,Tech,Growing_slowly,5-10,Stable,Low-cost,Optimal,26,10-20,Significant gaps,Market-aligned,High,Medium,Moderate,Moderate,+5,+3,Net new hires,1,1,21680.8
1-10,Early-stage,Other,Growing_fast,<5,Stable,Market-average,Over-stretched,8,<5,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Moderate,0,+5,Freeze,0,0,5112.55
11-50,Scaling,Retail,Flat,10-20,Stable,Low-cost,Optimal,40,<5,Fully covered,Below market,High,Low,Moderate,Moderate,+5,+3,Replace only,1,0,23749.39
11-50,Early-stage,Tech,Growing_fast,<5,Increasing,Market-average,Optimal,36,10-20,Some skill gaps,Above market,High,Medium,Moderate,Moderate,0,+5,Freeze,1,1,26638.97
11-50,Scaling,Tech,Declining,>20,Increasing,Low-cost,Over-stretched,31,<5,Some skill gaps,Above market,Sustainable,High,Moderate,Moderate,+5,+5,Replace only,1,0,18391.49
1-10,Growth,Retail,Growing_slowly,>20,Increasing,Low-cost,Under-utilised,8,5-10,Fully covered,Market-aligned,High,Medium,Very limited,Easy,+10,0,Net new hires,0,0,6021.12
51-200,Scaling,Other,Growing_fast,<5,Declining,Low-cost,Optimal,101,5-10,Fully covered,Above market,Sustainable,Medium,Very limited,Moderate,+10,+10,Replace only,1,1,47344.39
200+,Scaling,Tech,Flat,5-10,Stable,Low-cost,Optimal,371,10-20,Some skill gaps,Market-aligned,Unsustainable,Low,Moderate,Moderate,0,+5,Replace only,0,1,249271.39
11-50,Scaling,Services,Declining,>20,Stable,Premium,Over-stretched,39,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Difficult,+10,0,Replace only,0,1,22741.3
51-200,Early-stage,Other,Growing_fast,>20,Stable,Premium,Optimal,139,<5,Significant gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,0,+5,Freeze,1,0,93355.58
200+,Scaling,Other,Growing_fast,10-20,Declining,Low-cost,Over-stretched,399,<5,Some skill gaps,Below market,Unsustainable,Low,Moderate,Difficult,+5,+3,Replace only,0,0,397683.86
200+,Mature,Other,Flat,<5,Increasing,Low-cost,Over-stretched,371,5-10,Some skill gaps,Market-aligned,High,Low,Moderate,Difficult,0,+5,Freeze,1,1,260655.44
51-200,Early-stage,Tech,Growing_slowly,<5,Stable,Market-average,Optimal,104,<5,Some skill gaps,Market-aligned,High,High,Moderate,Moderate,+5,+5,Replace only,0,1,61916.82
200+,Growth,Tech,Growing_fast,10-20,Declining,Low-cost,Optimal,463,5-10,Some skill gaps,Market-aligned,High,Medium,Very limited,Moderate,+10,+10,Net new hires,0,1,243550.78
200+,Scaling,Services,Flat,5-10,Stable,Market-average,Under-utilised,371,5-10,Fully covered,Market-aligned,Sustainable,High,Moderate,Difficult,0,0,Replace only,0,1,246670.07
51-200,Early-stage,Tech,Growing_slowly,10-20,Increasing,Low-cost,Optimal,143,5-10,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,+5,+5,Replace only,1,0,53958.83
11-50,Scaling,Other,Flat,10-20,Increasing,Market-average,Under-utilised,32,5-10,Fully covered,Above market,High,Medium,Very limited,Moderate,+5,0,Net new hires,1,0,25586.81
1-10,Scaling,Tech,Flat,5-10,Declining,Premium,Optimal,8,<5,Significant gaps,Below market,Unsustainable,High,Flexible,Moderate,+10,+10,Net new hires,1,1,6631.8
1-10,Early-stage,Retail,Growing_fast,<5,Stable,Low-cost,Optimal,7,5-10,Significant gaps,Market-aligned,Sustainable,High,Flexible,Moderate,+20,0,Freeze,1,0,3675.71
11-50,Growth,Other,Flat,5-10,Increasing,Premium,Over-stretched,38,5-10,Fully covered,Below market,Sustainable,Low,Very limited,Difficult,+5,0,Net new hires,0,0,17440.52
11-50,Growth,Other,Growing_fast,>20,Declining,Premium,Optimal,38,<5,Some skill gaps,Above market,Sustainable,Low,Very limited,Easy,0,+5,Replace only,1,0,16015.85
11-50,Growth,Retail,Growing_slowly,5-10,Stable,Premium,Optimal,26,10-20,Some skill gaps,Market-aligned,High,Low,Moderate,Easy,+5,+3,Net new hires,1,1,18421.94
11-50,Mature,Other,Growing_slowly,<5,Increasing,Market-average,Optimal,31,5-10,Fully covered,Below market,Sustainable,Medium,Flexible,Easy,+5,+5,Replace only,1,0,16053.24
11-50,Early-stage,Tech,Flat,>20,Increasing,Premium,Under-utilised,34,<5,Fully covered,Market-aligned,Sustainable,Low,Flexible,Difficult,+10,0,Net new hires,1,1,16097.56
51-200,Growth,Services,Flat,10-20,Declining,Market-average,Optimal,110,>20,Significant gaps,Market-aligned,Sustainable,Medium,Flexible,Moderate,+10,+3,Net new hires,0,1,93299.53
1-10,Scaling,Tech,Growing_fast,5-10,Increasing,Premium,Over-stretched,9,5-10,Fully covered,Below market,High,Medium,Moderate,Moderate,+10,+5,Replace only,1,0,7114.16
1-10,Early-stage,Other,Growing_slowly,10-20,Stable,Low-cost,Optimal,7,<5,Some skill gaps,Above market,High,High,Flexible,Easy,0,+5,Replace only,1,1,4145.77
51-200,Scaling,Other,Growing_slowly,5-10,Declining,Market-average,Optimal,132,10-20,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Moderate,+5,+3,Replace only,0,1,95386.56
51-200,Early-stage,Tech,Flat,>20,Declining,Market-average,Over-stretched,128,10-20,Some skill gaps,Below market,Sustainable,Medium,Very limited,Moderate,+20,+5,Replace only,0,0,79690.23
200+,Growth,Tech,Flat,>20,Stable,Low-cost,Under-utilised,442,>20,Some skill gaps,Above market,Sustainable,Medium,Moderate,Easy,0,+3,Replace only,1,0,307877.91
200+,Early-stage,Services,Declining,5-10,Declining,Market-average,Over-stretched,501,>20,Some skill gaps,Below market,High,Low,Moderate,Moderate,+5,+10,Replace only,0,1,458859.61
200+,Scaling,Tech,Growing_slowly,5-10,Increasing,Low-cost,Under-utilised,346,10-20,Significant gaps,Below market,Sustainable,Low,Moderate,Moderate,+5,+5,Replace only,0,1,299481.67
11-50,Scaling,Finance,Flat,5-10,Increasing,Market-average,Over-stretched,34,<5,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Easy,0,+3,Replace only,0,1,20147.89
11-50,Scaling,Tech,Growing_slowly,10-20,Declining,Low-cost,Over-stretched,30,5-10,Fully covered,Below market,Sustainable,High,Flexible,Moderate,+10,+3,Freeze,1,0,15822.26
11-50,Mature,Finance,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,34,<5,Fully covered,Market-aligned,High,Low,Moderate,Moderate,-10,0,Replace only,1,0,18684.8
51-200,Scaling,Retail,Flat,5-10,Increasing,Market-average,Under-utilised,111,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Easy,+20,+10,Freeze,1,0,60452.59
200+,Scaling,Services,Growing_slowly,>20,Declining,Market-average,Optimal,454,>20,Some skill gaps,Below market,High,Medium,Moderate,Moderate,+5,0,Replace only,1,1,403406.28
11-50,Growth,Tech,Growing_slowly,5-10,Increasing,Low-cost,Over-stretched,35,<5,Some skill gaps,Above market,High,Medium,Moderate,Moderate,0,0,Replace only,1,1,24980.29
11-50,Mature,Other,Growing_fast,10-20,Increasing,Low-cost,Optimal,35,>20,Fully covered,Market-aligned,Sustainable,High,Very limited,Difficult,+10,+3,Freeze,1,1,14194.27
11-50,Scaling,Retail,Declining,10-20,Increasing,Market-average,Optimal,35,5-10,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Moderate,+10,+5,Freeze,1,1,23985.46
1-10,Mature,Services,Growing_slowly,5-10,Stable,Market-average,Optimal,8,<5,Significant gaps,Below market,Sustainable,Low,Flexible,Difficult,0,+5,Replace only,1,0,5250.48
1-10,Early-stage,Services,Declining,<5,Increasing,Low-cost,Under-utilised,6,>20,Some skill gaps,Market-aligned,High,Medium,Flexible,Moderate,-10,0,Replace only,0,1,5101.63
1-10,Growth,Other,Growing_fast,10-20,Increasing,Premium,Optimal,8,5-10,Some skill gaps,Below market,Unsustainable,Low,Moderate,Difficult,+5,0,Net new hires,1,0,7299.38
200+,Scaling,Finance,Growing_slowly,10-20,Stable,Market-average,Under-utilised,347,5-10,Some skill gaps,Below market,High,Medium,Moderate,Easy,+5,0,Net new hires,1,0,241257.29
